note_a_l_ecrit;longitude;nbre_eleves_segpa;nbre_eleves_ulis;effectifs_filles;effectifs_garcons
9.7;3.817089710403796;0;14;296;309
9.3;3.821589730549983;60;15;402;435
8.1;3.821589730549983;60;15;402;435
11.7;3.6915503474666664;0;0;268;222
12.9;3.6915503474666664;0;0;268;222
10.1;1.842259562340841;0;15;115;113
12.9;1.842259562340841;0;15;115;113
10.4;2.0346194733230227;0;23;292;322
10.6;2.0346194733230227;0;23;292;322
11.8;1.326339574596636;0;16;296;323
11.8;1.326339574596636;0;16;296;323
10.0;0.7199196120294634;82;17;232;280
11.4;0.7199196120294634;82;17;232;280
9.7;1.4245700135225179;0;18;184;208
11.4;1.4245700135225179;0;18;184;208
9.9;0.07809035429572822;0;13;252;240
10.0;0.07809035429572822;0;13;252;240
10.7;0.0582513971968151;67;0;272;271
8.8;0.0582513971968151;67;0;272;271
11.2;1.9819915952249412;63;13;347;375
9.6;1.9819915952249412;63;13;347;375
8.5;2.381522487049182;59;8;191;226
10.5;2.381522487049182;59;8;191;226
10.3;1.0923666228599318;46;24;372;412
10.4;1.0923666228599318;46;24;372;412
8.0;-1.5917102604048903;0;0;173;143
8.9;-1.5917102604048903;0;0;173;143
8.9;-1.6039894137236577;57;20;160;171
8.5;-1.6039894137236577;57;20;160;171
11.7;-1.593531280363919;0;0;350;320
12.2;-1.593531280363919;0;0;350;320
11.3;-0.5970005279921484;0;0;261;341
10.1;-0.5970005279921484;0;0;261;341
10.3;-0.5324402157947051;0;0;202;206
8.7;-0.5324402157947051;0;0;202;206
10.1;-0.8862803545470918;63;0;201;179
9.8;-0.8862803545470918;63;0;201;179
10.5;-0.5000595269804583;63;0;267;322
9.6;-0.5000595269804583;63;0;267;322
9.4;-0.7481104943065231;62;13;208;236
10.6;-0.7481104943065231;62;13;208;236
11.0;0.1623149899466343;58;13;252;253
10.3;0.1623149899466343;58;13;252;253
10.5;0.1976884716282042;64;13;194;235
9.4;0.1976884716282042;64;13;194;235
8.9;4.638130116326001;0;13;344;369
9.6;4.638130116326001;0;13;344;369
8.5;4.62668966743531;0;11;321;316
7.9;4.62668966743531;0;11;321;316
7.0;5.416830370752995;0;14;242;271
8.0;5.416830370752995;0;14;242;271
8.1;5.386180404033253;0;14;280;271
7.9;5.386180404033253;0;14;280;271
6.8;5.392300067094302;117;11;277;359
8.2;5.392300067094302;117;11;277;359
6.3;5.38785964493626;0;14;136;143
8.1;5.38785964493626;0;14;136;143
7.3;5.365884347481156;0;10;321;300
9.0;5.365884347481156;0;10;321;300
6.5;5.365677889611877;0;14;235;237
6.8;5.365677889611877;0;14;235;237
7.9;5.3438294872879935;62;11;311;320
9.8;5.3438294872879935;62;11;311;320
9.7;4.992829441665292;0;0;231;260
11.0;4.992829441665292;0;0;231;260
12.2;5.2775586078432255;0;15;294;324
11.2;5.2775586078432255;0;15;294;324
9.8;5.031266819380827;0;12;286;250
8.1;5.031266819380827;0;12;286;250
8.0;5.048265999805911;93;14;243;270
9.5;5.048265999805911;93;14;243;270
8.0;4.862076609008712;60;15;378;339
9.1;4.862076609008712;60;15;378;339
9.0;5.001727505690719;0;12;374;369
11.0;5.001727505690719;0;12;374;369
9.2;6.963340154600625;0;13;219;290
8.5;6.963340154600625;0;13;219;290
8.9;7.2589400189322655;0;13;291;297
10.5;7.2589400189322655;0;13;291;297
8.5;7.212340363560946;61;27;400;430
10.1;7.212340363560946;61;27;400;430
8.7;5.9347041399016085;0;10;333;328
10.5;5.9347041399016085;0;10;333;328
8.3;3.1150399561108566;60;0;197;272
9.3;3.1150399561108566;60;0;197;272
8.0;6.237469534232542;0;15;519;536
8.4;6.237469534232542;0;15;519;536
9.0;5.678450539194562;56;14;218;226
9.3;5.678450539194562;56;14;218;226
6.7;5.743450407698;0;0;205;190
7.8;5.743450407698;0;0;205;190
6.8;5.728090455359271;0;0;232;213
8.2;5.728090455359271;0;0;232;213
10.2;5.730009016742572;0;0;266;319
11.1;5.730009016742572;0;0;266;319
8.0;5.149710052183323;93;14;257;315
9.5;5.149710052183323;93;14;257;315
10.6;6.371599818245207;58;15;351;333
10.8;6.371599818245207;58;15;351;333
9.9;6.031359448747479;0;0;291;341
11.8;6.031359448747479;0;0;291;341
8.6;4.366679864046602;0;10;135;125
8.5;4.366679864046602;0;10;135;125
8.9;4.333899589658417;47;0;224;235
10.3;4.333899589658417;47;0;224;235
8.9;4.073359762134991;56;13;237;231
10.2;4.073359762134991;56;13;237;231
9.9;4.074189363998615;0;0;154;138
8.9;4.074189363998615;0;0;154;138
11.2;4.788188554322999;48;14;309;358
11.7;4.788188554322999;48;14;309;358
10.1;4.888826360955459;0;0;93;140
8.7;4.888826360955459;0;0;93;140
10.7;4.882625384599657;0;14;303;325
8.9;4.882625384599657;0;14;303;325
7.9;4.874144766940049;61;1;308;331
9.2;4.874144766940049;61;1;308;331
11.4;4.444735523834281;52;13;437;467
9.5;4.444735523834281;52;13;437;467
9.8;4.9158810193013665;55;13;246;269
9.8;4.9158810193013665;55;13;246;269
8.6;3.1076595294985236;63;13;290;301
8.2;3.1076595294985236;63;13;290;301
8.7;1.454989472728926;100;13;216;245
8.0;1.454989472728926;100;13;216;245
9.1;1.461900355972772;0;12;237;286
9.6;1.461900355972772;0;12;237;286
10.4;1.361220145084155;0;12;270;303
8.9;1.361220145084155;0;12;270;303
9.6;2.003769733796371;0;8;198;206
9.5;2.003769733796371;0;8;198;206
9.8;0.694659408190326;0;0;207;211
10.2;0.694659408190326;0;0;207;211
10.8;9.279163568037063;0;0;315;339
9.8;9.279163568037063;0;0;315;339
9.2;9.266768799318287;57;18;293;272
10.9;9.266768799318287;57;18;293;272
10.9;9.446977797288765;37;0;269;300
9.9;9.446977797288765;37;0;269;300
10.9;6.2216805889771125;0;0;256;274
10.1;6.2216805889771125;0;0;256;274
9.6;6.161119410728105;0;10;230;240
10.4;6.161119410728105;0;10;230;240
9.0;5.170279675783989;38;9;162;134
10.9;5.170279675783989;38;9;162;134
9.2;6.817740550247311;35;26;262;233
9.7;6.817740550247311;35;26;262;233
10.2;6.777449906556984;0;0;128;104
11.5;6.777449906556984;0;0;128;104
9.1;6.197589709110649;0;11;231;245
7.9;6.197589709110649;0;11;231;245
9.7;6.8500603280484285;0;0;130;111
9.5;6.8500603280484285;0;0;130;111
8.0;6.168929956923903;0;0;183;227
8.4;6.168929956923903;0;0;183;227
8.9;6.2900766245311726;53;12;243;274
11.5;6.2900766245311726;53;12;243;274
12.1;6.636642405074547;0;16;279;234
9.9;6.636642405074547;0;16;279;234
9.1;4.946699668278866;0;0;198;195
8.4;4.946699668278866;0;0;198;195
8.4;4.055670107863366;37;9;242;306
9.7;4.055670107863366;37;9;242;306
7.9;4.968319750330073;68;11;208;211
8.1;4.968319750330073;68;11;208;211
11.1;4.590709492301247;0;10;179;192
9.8;4.590709492301247;0;10;179;192
10.1;4.044869446645695;72;11;334;344
9.0;4.044869446645695;72;11;334;344
10.4;7.688407452856696;0;1;290;352
9.2;7.688407452856696;0;1;290;352
8.3;7.76792065723995;61;18;396;432
10.3;7.76792065723995;61;18;396;432
8.5;7.745844401973917;50;13;307;308
8.6;7.745844401973917;50;13;307;308
11.5;7.777870947628021;0;13;256;331
11.0;7.777870947628021;0;13;256;331
7.6;7.368231318262159;0;10;174;170
9.9;7.368231318262159;0;10;174;170
6.5;7.294382433052226;63;21;304;335
7.9;7.294382433052226;63;21;304;335
7.9;7.311441390251784;88;11;375;372
7.9;7.311441390251784;88;11;375;372
8.6;-61.56454612175841;78;35;259;240
8.4;-61.56454612175841;78;35;259;240
8.6;-61.67041044710481;0;0;210;238
8.7;-61.67041044710481;0;0;210;238
5.5;-63.07941986733986;72;10;418;481
4.4;-63.07941986733986;72;10;418;481
5.6;-63.03502027876942;19;13;226;240
4.5;-63.03502027876942;19;13;226;240
7.1;-52.331632743233115;0;11;338;341
7.5;-52.331632743233115;0;11;338;341
5.9;-53.7793200392691;50;21;300;344
6.6;-53.7793200392691;50;21;300;344
4.6;-53.81686483676857;13;16;240;293
5.4;-53.81686483676857;13;16;240;293
6.8;-52.35117007411128;150;26;535;515
6.8;-52.35117007411128;150;26;535;515
5.4;-51.80158020383675;35;20;311;299
4.8;-51.80158020383675;35;20;311;299
4.0;-54.013070596902814;87;18;561;617
4.4;-54.013070596902814;87;18;561;617
8.5;3.636139990380132;64;25;167;215
9.3;3.636139990380132;64;25;167;215
10.1;3.6408502326688725;59;13;364;366
8.1;3.6408502326688725;59;13;364;366
8.2;2.102389643192186;0;13;294;297
10.3;2.102389643192186;0;13;294;297
9.3;2.82072362679193;0;0;222;217
10.1;2.82072362679193;0;0;222;217
8.2;2.467662873811276;0;0;344;362
7.5;2.467662873811276;0;0;344;362
9.1;2.1407595120776297;0;13;229;247
10.3;2.1407595120776297;0;13;229;247
9.2;2.451049890230202;0;13;283;245
8.5;2.451049890230202;0;13;283;245
9.7;3.015309560285732;99;13;306;329
11.7;3.015309560285732;99;13;306;329
8.8;2.5979493308925186;0;13;217;225
8.7;2.5979493308925186;0;13;217;225
8.9;2.2683251519835483;66;28;309;374
11.1;2.2683251519835483;66;28;309;374
11.6;1.785335489857011;0;0;117;118
8.8;1.785335489857011;0;0;117;118
8.9;2.780002233952314;63;14;237;274
9.0;2.780002233952314;63;14;237;274
9.9;2.3948734187132454;0;9;74;77
7.8;3.0743805506245514;51;0;279;286
7.9;3.0743805506245514;51;0;279;286
9.8;2.3046996668512616;0;0;187;182
7.7;2.3046996668512616;0;0;187;182
10.1;3.901209519412997;35;12;228;206
7.4;3.901209519412997;35;12;228;206
8.6;4.090250109750892;0;0;169;189
8.2;4.090250109750892;0;0;169;189
10.3;3.645209621701694;32;0;436;536
11.9;3.645209621701694;32;0;436;536
9.5;3.036739502459178;0;0;238;272
10.7;3.036739502459178;0;0;238;272
8.5;3.200689310892901;0;17;206;242
9.9;3.200689310892901;0;17;206;242
9.6;3.1070795554789647;0;13;191;204
11.4;3.1070795554789647;0;13;191;204
8.0;3.582870374959155;0;0;216;248
9.0;3.582870374959155;0;0;216;248
9.9;3.2054296343625706;0;13;243;253
9.3;3.2054296343625706;0;13;243;253
8.1;3.657790588229318;0;0;242;236
9.9;3.657790588229318;0;0;242;236
9.2;3.1825896596418874;54;14;170;231
8.1;3.1825896596418874;54;14;170;231
9.1;3.55778945950352;0;11;184;200
11.3;3.55778945950352;0;11;184;200
8.6;3.1303902796289336;41;10;332;370
7.6;3.1303902796289336;41;10;332;370
8.0;3.045949585843362;48;13;145;145
8.1;3.045949585843362;48;13;145;145
6.7;3.2378495967709715;0;0;136;157
9.5;3.2378495967709715;0;0;136;157
9.0;2.475710473957055;0;0;186;162
9.0;2.475710473957055;0;0;186;162
9.6;2.921099632581262;47;0;241;282
10.3;2.921099632581262;47;0;241;282
10.9;1.6093893504615437;41;12;212;192
8.8;1.6093893504615437;41;12;212;192
8.5;1.8989393922124258;51;0;175;185
7.4;1.8989393922124258;51;0;175;185
11.0;2.4807895586763813;50;12;231;209
10.6;2.4807895586763813;50;12;231;209
11.3;2.877100390185131;42;12;322;320
9.3;2.877100390185131;42;12;322;320
9.6;2.6823894284960037;0;0;175;154
9.5;2.6823894284960037;0;0;175;154
7.9;2.26844997765505;44;12;139;169
10.0;2.26844997765505;44;12;139;169
8.8;2.6455786065829257;94;26;352;345
10.2;2.6455786065829257;94;26;352;345
8.9;2.6352357143411234;0;0;390;373
9.8;2.6352357143411234;0;0;390;373
9.4;2.623987470095781;0;0;266;253
9.8;2.623987470095781;0;0;266;253
8.5;2.9090469708554823;57;12;232;268
9.2;2.9090469708554823;57;12;232;268
8.5;2.674553155197504;120;13;370;402
9.6;2.674553155197504;120;13;370;402
8.4;2.588544875994292;0;0;273;296
10.9;2.588544875994292;0;0;273;296
10.0;2.5743723043202973;0;13;350;331
8.7;2.5743723043202973;0;13;350;331
8.3;2.38832462792748;0;0;216;246
6.9;2.38832462792748;0;0;216;246
8.0;2.4949343604846885;55;12;278;323
7.0;2.4949343604846885;55;12;278;323
8.1;2.5109578130404677;0;28;329;320
9.6;2.5109578130404677;0;28;329;320
9.5;2.416968219146613;48;14;283;315
7.7;2.416968219146613;48;14;283;315
7.4;2.468565537243213;0;0;299;334
8.9;2.468565537243213;0;0;299;334
7.8;2.4465337851503084;0;0;266;315
8.7;2.4465337851503084;0;0;266;315
9.8;2.334681817286535;41;14;456;413
8.8;2.334681817286535;41;14;456;413
8.5;2.399781969665917;60;15;354;354
8.7;2.399781969665917;60;15;354;354
7.5;2.461288891587177;0;0;263;312
9.4;2.461288891587177;0;0;263;312
7.6;2.4442765970182965;59;0;362;383
8.7;2.4442765970182965;59;0;362;383
7.9;2.4533846258154264;0;12;215;260
9.3;2.4533846258154264;0;12;215;260
9.0;2.5381467317946145;0;11;261;293
7.5;2.5381467317946145;0;11;261;293
9.8;2.4477106661510217;0;11;264;266
7.5;2.4477106661510217;0;11;264;266
9.8;2.4017546727489063;0;11;265;273
8.2;2.4017546727489063;0;11;265;273
8.7;2.435378334246137;0;14;182;183
9.6;2.435378334246137;0;14;182;183
8.2;2.492362541473328;54;0;374;393
9.9;2.492362541473328;54;0;374;393
9.5;2.3488117360493526;0;0;271;286
7.4;2.3488117360493526;0;0;271;286
6.9;2.3523546266562696;0;0;273;275
9.3;2.3523546266562696;0;0;273;275
8.3;2.369629184725014;0;13;276;294
7.1;2.369629184725014;0;13;276;294
11.1;2.3360363626297227;50;0;353;409
9.9;2.3360363626297227;50;0;353;409
9.9;2.5084514597171195;0;0;293;286
7.6;2.5084514597171195;0;0;293;286
8.1;2.5547957369700085;0;13;181;176
8.5;2.5547957369700085;0;13;181;176
9.1;2.468276499660144;0;0;197;164
8.0;2.468276499660144;0;0;197;164
9.5;2.462168822055753;0;0;261;259
10.8;2.462168822055753;0;0;261;259
10.6;2.4744208866508903;0;0;385;463
11.8;2.4744208866508903;0;0;385;463
8.3;2.48038882812426;51;0;275;307
9.5;2.48038882812426;51;0;275;307
8.8;2.3457206277302776;0;0;237;245
9.8;2.3457206277302776;0;0;237;245
10.2;2.495842015929086;0;16;288;307
10.3;2.495842015929086;0;16;288;307
9.8;2.434551245936811;0;0;117;144
9.7;2.434551245936811;0;0;117;144
9.1;2.4627014018769846;61;0;319;364
10.6;2.4627014018769846;61;0;319;364
8.9;2.369523095801562;0;14;214;233
8.9;2.369523095801562;0;14;214;233
8.1;2.402137046623073;0;13;277;288
9.8;2.402137046623073;0;13;277;288
10.2;2.350666344782148;0;12;195;209
10.6;2.350666344782148;0;12;195;209
13.4;2.378703674841605;41;11;203;199
10.2;2.378703674841605;41;11;203;199
8.2;2.378877064621717;0;8;172;185
9.9;2.378877064621717;0;8;172;185
8.9;2.4111599096639362;46;9;266;289
8.4;2.4111599096639362;46;9;266;289
7.5;2.4593365780638576;56;0;247;265
8.1;2.4593365780638576;56;0;247;265
9.4;2.445152496048942;65;0;331;354
8.1;2.445152496048942;65;0;331;354
9.2;2.435068803876908;0;12;231;280
8.2;2.435068803876908;0;12;231;280
9.3;2.248434854545303;0;0;421;380
10.5;2.248434854545303;0;0;421;380
8.7;2.276999947399213;37;11;297;348
8.3;2.276999947399213;37;11;297;348
9.7;2.292398114663243;0;12;258;274
10.2;2.292398114663243;0;12;258;274
9.3;2.3074839689415936;0;12;305;329
7.8;2.3074839689415936;0;12;305;329
8.6;2.2338101444648353;53;11;249;299
9.4;2.2338101444648353;53;11;249;299
7.9;2.2058684840970253;0;11;241;247
8.9;2.2058684840970253;0;11;241;247
8.8;2.230163379487808;51;8;353;364
7.5;2.230163379487808;51;8;353;364
7.7;2.2498854929375365;44;0;280;299
9.6;2.2498854929375365;44;0;280;299
7.7;2.423851403429152;0;11;243;234
8.6;2.423851403429152;0;11;243;234
10.0;2.2034330147754093;0;0;286;297
8.3;2.2034330147754093;0;0;286;297
9.5;2.274258516099972;46;0;371;354
7.7;2.274258516099972;46;0;371;354
9.0;2.110612950522732;0;0;242;252
8.3;2.110612950522732;0;0;242;252
7.7;2.3746594305691335;57;12;314;314
8.3;2.3746594305691335;57;12;314;314
8.2;2.3819415024284494;0;8;230;230
9.1;2.3819415024284494;0;8;230;230
8.3;2.0265803546876593;45;12;233;261
9.6;2.0265803546876593;45;12;233;261
10.7;2.0272209979601326;0;12;190;252
11.3;2.0272209979601326;0;12;190;252
7.3;1.9784158927616389;49;12;268;241
8.3;1.9784158927616389;49;12;268;241
8.5;55.29997213425819;126;12;337;372
9.9;55.29997213425819;126;12;337;372
7.9;55.30734477345553;94;13;263;302
8.7;55.30734477345553;94;13;263;302
8.7;55.64962365862333;126;10;482;535
7.5;55.64962365862333;126;10;482;535
8.6;55.65675445000811;0;11;344;399
8.3;55.65675445000811;0;11;344;399
9.5;55.64595319235297;0;12;372;407
8.0;55.64595319235297;0;12;372;407
8.9;55.71872706153563;0;14;262;254
9.6;55.71872706153563;0;14;262;254
7.9;55.446528109049474;0;12;253;268
8.5;55.446528109049474;0;12;253;268
10.3;55.49644953313609;62;25;198;228
8.4;55.49644953313609;62;25;198;228
10.2;55.825464131559876;0;14;199;206
9.4;55.825464131559876;0;14;199;206
8.5;55.62721140009432;125;12;434;509
10.6;55.62721140009432;125;12;434;509
8.2;55.467574471887914;122;22;359;404
8.4;55.467574471887914;122;22;359;404
11.2;55.532957195619616;52;11;214;284
9.0;55.532957195619616;52;11;214;284
6.4;-61.03902018602863;65;27;230;299
7.8;-61.03902018602863;65;27;230;299
8.0;-60.996560055649766;29;1;157;180
7.9;-60.996560055649766;29;1;157;180
4.8;45.116973923871456;0;11;637;614
5.0;45.116973923871456;0;11;637;614
5.3;45.18607944368876;0;10;909;841
5.6;45.18607944368876;0;10;909;841
6.9;45.231699944710876;0;13;918;822
7.0;45.231699944710876;0;13;918;822
5.6;45.22434257523247;0;12;740;727
5.9;45.22434257523247;0;12;740;727
5.6;45.19920683560488;103;30;733;742
5.2;45.19920683560488;103;30;733;742
6.1;45.078711033939136;70;16;714;749
6.4;45.078711033939136;70;16;714;749
9.2;45.106877904070366;0;8;523;551
8.7;45.106877904070366;0;8;523;551
10.6;-1.080684377285271;62;14;202;186
10.2;-1.080684377285271;62;14;202;186
10.8;-1.2171494143847557;35;13;177;206
12.1;-1.2171494143847557;35;13;177;206
10.8;0.6320305422846951;0;11;207;210
9.8;0.6320305422846951;0;11;207;210
9.4;0.1995697305854822;0;0;90;102
9.1;0.1995697305854822;0;0;90;102
12.4;1.1535485937464796;0;0;219;256
10.4;1.1535485937464796;0;0;219;256
9.5;0.39199861752911125;0;12;134;161
9.1;0.39199861752911125;0;12;134;161
8.8;1.0585113368336174;0;0;197;212
8.9;1.0585113368336174;0;0;197;212
9.4;1.0891656628493005;0;0;227;231
8.6;1.0891656628493005;0;0;227;231
10.3;1.088140250087253;0;12;197;220
10.6;1.088140250087253;0;12;197;220
10.2;0.6876523836577759;50;12;164;181
11.0;0.6876523836577759;50;12;164;181
11.1;0.1338215970726345;0;0;85;84
9.4;0.1338215970726345;0;0;85;84
10.0;1.2990041723447758;32;12;283;286
11.4;1.2990041723447758;32;12;283;286
11.8;-0.5771063716112431;0;0;160;161
12.8;-0.5771063716112431;0;0;160;161
9.0;-0.5131354045833131;0;15;366;364
10.9;-0.5131354045833131;0;15;366;364
9.0;-0.5168973506847918;0;16;229;231
9.4;-0.5168973506847918;0;16;229;231
8.1;-1.4534808198389901;58;11;239;284
10.2;-1.4534808198389901;58;11;239;284
9.1;-0.36155706003589994;0;0;107;117
10.2;-0.36155706003589994;0;0;107;117
10.6;1.272164068477409;58;12;363;397
11.0;1.272164068477409;58;12;363;397
11.0;0.14619058061944032;0;11;168;203
10.5;0.14619058061944032;0;11;168;203
8.5;-1.1787205497543571;0;12;276;222
8.2;-1.1787205497543571;0;12;276;222
12.3;-0.6516998885869859;107;13;394;382
10.1;-0.6516998885869859;107;13;394;382
9.8;2.331629421742715;0;0;224;202
10.7;2.331629421742715;0;0;224;202
10.6;2.3477399000777415;0;0;372;385
11.2;2.3477399000777415;0;0;372;385
10.4;2.3489003077811836;0;29;278;266
11.2;2.3489003077811836;0;29;278;266
10.5;2.352159504668571;84;27;399;438
9.3;2.352159504668571;84;27;399;438
10.8;4.078730529941349;56;12;296;297
9.6;4.078730529941349;56;12;296;297
12.4;3.9838104563348335;0;0;250;254
10.7;3.9838104563348335;0;0;250;254
11.5;4.620730287877942;94;0;319;305
9.7;4.620730287877942;94;0;319;305
8.0;4.434667601331774;62;12;376;422
10.0;4.434667601331774;62;12;376;422
9.6;3.751150125849816;58;5;370;353
10.4;3.751150125849816;58;5;370;353
9.1;3.8541700721384133;0;13;216;292
10.6;3.8541700721384133;0;13;216;292
6.6;3.821649566521723;56;11;397;381
8.4;3.821649566521723;56;11;397;381
10.2;3.8467403698128533;53;13;238;279
9.2;3.8467403698128533;53;13;238;279
9.3;3.7002494393949807;0;10;200;217
10.1;3.7002494393949807;0;10;200;217
9.5;2.9786084325018565;0;15;523;487
10.8;2.9786084325018565;0;15;523;487
7.0;2.8914941897288076;62;34;333;324
8.2;2.8914941897288076;62;34;333;324
11.7;2.8994341863692275;0;16;381;402
10.1;2.8994341863692275;0;16;381;402
7.2;2.8831061091102734;55;17;327;331
8.5;2.8831061091102734;55;17;327;331
9.9;1.8527298202476252;0;0;125;135
10.4;1.8527298202476252;0;0;125;135
10.1;1.842259562340841;0;12;114;124
12.9;1.842259562340841;0;12;114;124
10.5;1.6094885338698761;0;11;311;273
9.8;1.6094885338698761;0;11;311;273
11.4;2.255759903876115;50;13;203;212
10.6;2.255759903876115;50;13;203;212
10.4;2.0346194733230227;0;24;367;330
10.6;2.0346194733230227;0;24;367;330
9.4;1.328686203353599;63;0;200;198
8.7;1.328686203353599;63;0;200;198
7.7;1.4366705597466425;65;0;235;277
7.9;1.4366705597466425;65;0;235;277
9.5;1.4110490351957552;78;19;275;258
8.7;1.4110490351957552;78;19;275;258
9.9;0.07809035429572822;0;13;289;272
10.0;0.07809035429572822;0;13;289;272
10.7;0.0582513971968151;65;0;274;276
8.8;0.0582513971968151;65;0;274;276
11.3;0.08186996803297145;0;13;239;257
11.0;0.08186996803297145;0;13;239;257
11.8;1.4550500739231473;67;11;279;344
12.2;1.4550500739231473;67;11;279;344
10.0;2.2620017688550154;111;11;303;288
11.4;2.2620017688550154;111;11;303;288
8.5;2.381522487049182;52;13;189;229
10.5;2.381522487049182;52;13;189;229
10.2;1.3804594009190363;60;26;609;624
9.8;1.3804594009190363;60;26;609;624
9.5;-2.198945019077303;60;12;286;261
11.1;-2.198945019077303;60;12;286;261
9.8;-0.8717498858930167;0;12;237;231
9.0;-0.8717498858930167;0;12;237;231
10.4;0.15693546614402518;0;0;130;140
9.8;0.15693546614402518;0;0;130;140
10.3;0.2097945372364403;0;0;156;185
9.4;0.2097945372364403;0;0;156;185
11.5;0.1805152793431396;0;11;255;258
12.3;0.1805152793431396;0;11;255;258
7.7;0.23239798532346528;0;13;180;147
7.9;0.23239798532346528;0;13;180;147
9.1;-0.322215437947841;62;13;281;256
10.6;-0.322215437947841;62;13;281;256
11.8;-0.782522091599313;66;13;286;310
9.3;-0.782522091599313;66;13;286;310
9.2;5.548163380761833;96;14;380;372
10.6;5.548163380761833;96;14;380;372
9.1;5.158740692840738;56;0;336;390
9.9;5.158740692840738;56;0;336;390
9.6;4.8648404259387625;0;11;526;527
10.6;4.8648404259387625;0;11;526;527
10.4;4.984210014527683;90;0;300;357
9.2;4.984210014527683;90;0;300;357
6.8;5.408321004299624;0;13;191;178
7.8;5.408321004299624;0;13;191;178
6.5;5.43018344762998;0;0;209;213
8.8;5.43018344762998;0;0;209;213
10.2;5.43448881533234;0;25;289;330
10.5;5.43448881533234;0;25;289;330
